Location,Country,Category,Visitors,Rating,Revenue,Accommodation_Available
vafKbnlQDi,USA,Nature,120874,3.16,367000.81,Yes
YeKaFYBlYr,France,Urban,936743,2.68,362310.37,No
ENjiQJOPhp,Brazil,Adventure,113222,1.53,514791.66,No
JYCwGLNvze,Egypt,Cultural,916080,3.83,895456.89,Yes
uzDxmRcRJx,France,Historical,815951,1.19,298224.25,Yes
AlHupQqlsP,India,Adventure,614094,4.18,90369.02,Yes
CddWiWdgrM,China,Nature,490059,2.87,567794.67,No
orukkngoCH,France,Nature,605846,3.23,584585.0,Yes
qQcKUJzdcz,Brazil,Nature,299305,3.76,935467.87,No
WNgxdNSdzR,France,Beach,378393,1.66,278728.54,Yes
zvnaQZyFgX,Australia,Beach,8225,4.64,737102.25,Yes
bekeHpojvV,USA,Nature,857600,1.35,733256.78,Yes
pHAMOaOWwM,India,Cultural,845268,4.52,964988.42,No
cOiTzvQSgM,Brazil,Adventure,839262,3.86,307844.13,No
wXVQhAVmFs,Brazil,Urban,301661,4.64,694232.22,Yes
hzpPRpCzSo,Brazil,Cultural,917726,4.91,222195.39,Yes
tjzImHMIYe,USA,Beach,877667,2.26,155758.36,Yes
TMkSCRIcIg,USA,Urban,765228,1.9,995403.73,No
UUucFPBTZq,India,Historical,660589,4.78,652948.82,No
BvSGwOwsHl,China,Urban,182876,4.43,341483.01,No
VFxaRMaOfO,China,Urban,905417,2.92,243453.2,No
FfJQQTiREb,USA,Historical,486210,4.04,134780.15,No
zMNFytlUuU,Egypt,Beach,923265,3.3,180529.34,No
nlRTJkDoob,China,Beach,338490,2.18,824513.65,No
ogAttxLIvu,France,Urban,455533,2.49,822130.05,No
mfydPSyzfw,France,Historical,777705,4.22,391702.35,No
yiytkEURYr,USA,Cultural,987368,3.6,722377.9,No
TtiaFqkTTW,Egypt,Beach,351402,4.58,9094.38,Yes
XaNrgIXXYS,USA,Urban,582598,2.09,728241.24,No
pfyIaGxBAr,Egypt,Urban,631920,4.28,212585.58,No
qrxTftkvxY,France,Urban,832515,4.25,96395.39,No
fIyFlcnZlf,China,Nature,542223,1.57,187824.35,Yes
BkcvbHvTVl,France,Urban,642476,2.92,304523.86,No
EAdyMpTcnc,India,Nature,69332,3.62,681330.7,Yes
fosTImASDo,Australia,Beach,694024,3.43,169076.82,Yes
mVEYwizGPp,China,Urban,816859,2.45,231108.35,Yes
ZFmBOejosv,Brazil,Historical,595747,1.05,837956.64,Yes
blJLEiwbaf,India,Cultural,325428,2.58,579030.69,No
XmPEnRarwj,USA,Urban,187908,1.22,114254.52,No
AjkJRqpFQM,Brazil,Nature,201798,1.2,429779.54,Yes
KQjvmjVFDh,Egypt,Historical,956752,3.82,652388.82,Yes
kNwTSbGhAD,USA,Cultural,468362,2.0,68799.98,Yes
aRYrMgRkQT,Australia,Adventure,632187,2.77,518407.24,No
uVtJVpbedv,China,Beach,911305,2.04,324622.04,No
fJufikVPQV,India,Beach,564582,4.35,774430.07,No
MFCQRYHTDg,India,Historical,345392,1.0,558781.14,Yes
UBZumeTsgQ,France,Nature,528807,3.55,747229.18,No
eafYydQSnw,China,Cultural,276979,4.41,730294.72,Yes
wOMKuzGXeL,France,Beach,958758,4.83,570417.64,Yes
bLGjShehQo,China,Urban,258760,2.03,497923.15,No
cZqOkCqain,India,Adventure,20461,3.35,829546.16,Yes
MTYGURXAJN,France,Nature,679318,4.86,909538.19,Yes
HSjEFopXKa,Brazil,Urban,11541,1.15,457805.58,Yes
QIyXdpGRLA,Egypt,Adventure,962796,4.33,18876.8,No
ocYHzJHSzy,India,Nature,116703,2.64,62290.0,Yes
aSptyUHDtU,France,Beach,581512,4.25,951397.09,No
swqqIAEJqM,India,Beach,41004,3.99,24270.74,Yes
WRajKtMDBs,Brazil,Urban,666406,2.24,620822.69,Yes
KlvkkyQFjj,USA,Adventure,737682,3.78,897615.5,Yes
KVkqDscebK,Egypt,Nature,448596,3.2,982217.68,No
zQLwqXFhPn,India,Historical,517534,4.69,247172.09,Yes
KRkOHfuxpR,China,Adventure,714204,2.59,880771.3,No
BUsVypIvvu,France,Nature,834270,2.25,701369.28,Yes
PcDVwmZSmg,USA,Beach,778549,3.56,489949.71,Yes
ZdJgETlwiN,Egypt,Beach,692506,3.6,357043.94,No
tKuTxJAQzZ,Australia,Urban,992927,2.52,415152.43,No
ZneFHaZQzc,India,Historical,973095,2.79,582379.36,Yes
ZhZcaMEoAv,China,Nature,367679,2.72,390753.34,No
CukejytywZ,Egypt,Cultural,911220,1.33,336156.2,Yes
iurJsUOwwm,France,Urban,239929,1.99,894464.27,Yes
RrWAnrphXU,USA,Nature,558792,1.89,567302.91,Yes
iSqGGTCCxb,Egypt,Urban,181294,1.5,713979.96,No
JHHNyCbqkS,India,Cultural,124264,2.59,656376.39,Yes
oOUyMmsLgh,Brazil,Adventure,902699,4.05,913383.77,Yes
qMdNUOIbAA,France,Historical,376639,3.24,485165.39,Yes
ZZIiigSouZ,Brazil,Beach,946245,2.91,408368.61,Yes
jvjxFFWgPh,France,Cultural,613324,2.13,175196.4,Yes
XHPLaIOVlV,China,Beach,66461,2.62,40837.66,Yes
URwDlXAhko,Brazil,Adventure,561017,3.77,532875.25,Yes
jiNdRzlhqk,USA,Cultural,377151,3.87,896211.9,Yes
ZThghUcKfx,China,Urban,797908,2.27,636317.27,Yes
wdLIPbsqvl,France,Beach,996445,4.57,759566.65,Yes
oxkTngMRlf,Australia,Beach,623709,1.56,167024.79,Yes
hGjcHmwwmV,China,Beach,401789,2.61,58511.61,Yes
hZwuPfQufC,Brazil,Adventure,392153,4.43,64407.61,Yes
AgaBIxduLD,Brazil,Cultural,463895,4.82,387466.71,No
YNgodRgpsK,France,Cultural,888442,4.13,483352.19,No
EKVlNUwHRP,France,Beach,87137,4.18,24844.6,No
cAWbZQcZXJ,USA,Nature,718033,3.18,656303.26,Yes
srlaLXgrCB,China,Adventure,374589,1.36,63939.82,Yes
WygcpAvzjJ,China,Historical,239280,4.38,186034.76,No
PLnGPyIKvh,China,Beach,343156,2.49,785255.82,Yes
DkJVCEtPgo,Egypt,Urban,491668,3.36,931687.3,Yes
pwszmvbODY,France,Historical,533532,2.25,1025.81,Yes
yNDhImJXWd,Egypt,Adventure,549891,1.76,553472.91,No
yzWykGMCJD,Egypt,Historical,427384,4.22,263460.71,Yes
xWvfWaItjy,Egypt,Urban,884829,3.79,361689.95,No
ExQQTFQNBq,France,Cultural,188062,3.07,613595.01,No
rtQyecxfJN,Brazil,Adventure,777809,3.51,392940.61,Yes
XvqKhPaUjI,Brazil,Nature,358172,2.56,671391.16,Yes
bPmNQJcboK,Brazil,Cultural,902864,2.45,536564.92,Yes
GLqBebZSNV,India,Beach,866643,3.73,910738.24,Yes
dfJDUDxAgF,USA,Cultural,440367,3.44,771423.41,No
iApbAGkXuE,India,Historical,990585,3.64,357972.71,No
VWZPwuEekC,China,Cultural,451997,1.44,197836.96,No
sRnviLEqEU,Australia,Beach,659756,3.4,809217.82,Yes
xdrcudgPFo,France,Cultural,153392,4.07,733194.9,Yes
EfuJLGRgFa,Australia,Nature,179583,2.41,400495.56,Yes
SbEwCdaaSA,India,Nature,374798,4.04,897190.81,No
QSLFdTAyvZ,France,Urban,411520,1.27,462936.53,No
pDxtJltias,Australia,Cultural,170266,3.45,654440.8,No
keKWRPYezL,China,Adventure,397013,2.37,229736.03,No
bKYvheikps,China,Cultural,140013,2.44,197120.76,Yes
ontuVjAPIC,Egypt,Cultural,932581,2.88,320142.52,No
sHnGIPDkGR,Brazil,Adventure,634736,1.99,28599.59,Yes
npJiyebocl,Egypt,Beach,300132,2.04,158099.5,No
OgcfpmTtTi,Egypt,Nature,617566,4.92,641368.0,No
WrKQVaqFgc,Egypt,Cultural,881979,4.51,728708.53,No
vjjDoUWPrD,India,Nature,222426,1.7,16455.9,No
CBXUmeqaYj,Egypt,Adventure,578153,1.52,887162.99,Yes
LOcGoOhKlp,France,Historical,777910,1.84,583110.88,Yes
OsJkApdLgF,Brazil,Historical,847017,3.25,859680.19,Yes
eqdNcmLdkq,USA,Urban,437450,1.71,815495.02,No
pRMHbCIdCX,India,Beach,703634,3.94,504050.86,No
TLZBFOydUT,Brazil,Nature,82186,4.29,862350.54,No
tMCdmCmjTH,Egypt,Urban,591247,1.3,912795.95,No
VkKEionnaN,India,Urban,353149,2.74,844367.17,No
eXfKuavAsA,Brazil,Urban,472680,1.01,958373.85,No
bBYdhEkxVu,China,Nature,451650,2.52,978886.35,Yes
raWmvNNMxi,Australia,Beach,909782,2.65,949389.08,Yes
uuORInpUav,Brazil,Urban,814376,2.95,363747.71,No
eDFpwReCBq,USA,Adventure,309156,4.6,352940.18,No
FZYgOZgefY,Brazil,Cultural,740552,4.46,724832.02,Yes
DwLNkIEOjW,India,Cultural,36253,2.97,915336.13,Yes
amgCNkmFfJ,USA,Adventure,340805,4.78,403686.1,Yes
NyqFgIguQc,India,Urban,682073,4.12,195627.43,Yes
kGBnqwUZhq,Egypt,Beach,897765,2.2,228418.83,Yes
NSTKrlrTrX,Egypt,Beach,536291,4.53,350287.58,Yes
ZfOeMnuMvk,USA,Nature,636068,1.03,367780.92,No
BWsyqqfPRt,France,Historical,156796,3.54,570710.54,Yes
sXvUggXCpl,France,Urban,80116,4.87,562873.69,No
gVaVuATGkR,India,Beach,563968,1.91,882907.02,Yes
ADldvzTSfq,Australia,Beach,368541,3.32,856394.05,No
qSpEncZmHm,Egypt,Adventure,691284,1.29,248245.42,Yes
CNbWfvDsIF,USA,Beach,950237,2.62,556136.19,No
RFzctkpkcy,France,Beach,559484,4.73,986348.72,Yes
YvMYPDRHSV,Australia,Beach,302192,3.66,889125.05,No
wsTyneRrxf,Egypt,Urban,322127,4.9,367017.74,Yes
GTwDdkKsIU,France,Urban,493207,1.84,449799.95,Yes
XbvntgxLVr,USA,Beach,299115,2.47,171767.17,Yes
VaHcnlqykZ,France,Historical,886006,4.56,332484.66,Yes
cSqbHLrsfD,USA,Adventure,378013,2.32,483075.86,No
pzdqllCyop,Egypt,Adventure,667440,1.72,352410.12,Yes
BWFvAFSEgb,Australia,Beach,128123,4.13,286708.17,No
geHgvHKEIg,India,Beach,924318,4.85,40623.26,Yes
jjcziBuxlU,Australia,Cultural,522231,3.23,395048.74,No
zDvWsIIXXa,Brazil,Cultural,227054,4.54,994135.83,Yes
QUeyLuMAEV,Brazil,Urban,670648,1.04,783073.75,No
NpiVZVUmAw,Brazil,Adventure,924164,2.93,272071.5,No
FMfeLBytVA,Brazil,Urban,497745,4.71,556435.12,Yes
LHtKQdqPzh,Brazil,Historical,107460,2.63,476963.76,Yes
VCTInimxdv,Egypt,Beach,347914,2.03,824221.26,Yes
jNmnVgldwu,China,Adventure,769203,4.02,893604.06,No
qjgGjqvhaN,Egypt,Adventure,757107,1.0,185694.95,Yes
TVsHABODkO,China,Historical,531326,1.6,376509.33,Yes
zbZrFFhBzT,China,Adventure,245775,2.99,704688.14,No
dhqvwHxAvv,Egypt,Adventure,602422,3.11,574789.97,No
EgFrQWpRKL,Egypt,Historical,482751,4.05,482444.11,No
iAvBlGoRvx,France,Cultural,60287,2.36,915760.67,Yes
VDMuFkCVGl,Brazil,Beach,903083,3.64,436621.89,No
kQZtzWAPzJ,Egypt,Nature,808721,4.34,436842.4,No
NbIOvjLmBf,France,Adventure,185062,4.9,869547.65,Yes
AaAUjderAc,France,Beach,73630,4.42,94610.83,Yes
nRhwDFJIdw,Egypt,Adventure,87068,4.02,579452.47,Yes
VdUGTPnmWb,USA,Urban,562785,3.49,119685.99,No
EjHrFlxFUx,USA,Urban,802667,2.34,904690.8,Yes
lRuyhRViNM,Australia,Cultural,228177,4.8,514042.54,Yes
fWaWrDMMwP,USA,Urban,973141,3.22,271634.13,No
afdXmSGgLY,China,Adventure,379805,3.73,215001.5,Yes
CavoIrsFCq,Australia,Beach,229466,2.84,553520.28,No
aqOLkAtiDr,Australia,Adventure,821758,3.35,263176.88,No
RXXQdWpzcd,China,Adventure,943989,3.21,14827.01,No
OzCBkChNak,Egypt,Urban,736504,4.34,237354.89,No
ghhEEhalCJ,China,Nature,382760,3.32,916193.1,No
RycgdwGbrZ,Brazil,Beach,197416,3.4,438554.7,No
IRLGtaVuPD,India,Cultural,512277,4.16,916335.07,Yes
GcDmzUMSvp,Egypt,Urban,852107,2.85,488709.68,No
nXkumZUkhw,France,Beach,426067,2.73,172651.49,Yes
AvuuogKyAu,USA,Adventure,27683,1.42,917252.33,Yes
QGtcSwFYgY,USA,Cultural,978882,2.43,972237.85,Yes
xKfFljTxpV,France,Beach,324588,2.23,467200.26,No
ytJGcjRDUL,Brazil,Nature,678557,2.46,408196.44,Yes
TfUwAhewYn,Brazil,Nature,557951,4.96,899562.06,Yes
uelEOczHwF,USA,Adventure,772442,1.02,838474.66,No
RwvKoSAyWO,India,Adventure,970814,4.13,840163.45,Yes
ihVMBqSVNA,France,Historical,740273,2.01,565117.68,No
pXFByfjXuq,China,Urban,678643,2.95,481360.69,No
BmBgsUvvMa,China,Historical,753998,3.11,291963.1,Yes
UaeCBITsca,Australia,Historical,178995,4.91,208613.32,No
tEJBLdzLLF,Brazil,Beach,603346,4.98,576844.75,Yes
vnyvDICrKt,Australia,Adventure,721494,1.36,158533.6,Yes
lirplxCezB,China,Cultural,433768,2.04,733105.96,No
eZUvRKkEdw,Egypt,Urban,974025,3.24,469489.13,Yes
CuBWcPwCDk,USA,Adventure,342433,4.75,23774.84,No
cktFvzJkeD,Australia,Historical,859700,3.29,424241.66,No
lbiCbgPHHe,France,Adventure,19315,4.92,242793.19,Yes
KhIGoNNhEa,China,Adventure,754359,2.85,356618.56,No
rcgbflNbdZ,China,Beach,20847,1.21,427512.95,No
enTRNGyAwh,Australia,Adventure,780172,2.02,392250.51,Yes
VMXJCqVHDu,China,Cultural,900390,3.57,415282.21,Yes
tzSwHrgXKR,Egypt,Historical,550619,3.09,77222.31,No
ZTjsyEWCiS,China,Historical,346220,3.69,399581.93,Yes
GszDqrDley,Egypt,Urban,231895,4.88,154571.63,No
yONbATIuIu,France,Historical,485412,3.31,456768.16,No
stzEGfEXfg,Australia,Nature,136956,2.87,591051.79,Yes
bSdtplzhXP,Australia,Nature,831832,4.84,98241.21,Yes
ROgUUqwpYp,Egypt,Cultural,283260,3.54,699951.37,No
avBHVOpQwN,Egypt,Historical,388539,4.68,506168.52,Yes
vDFUJayIwG,Australia,Beach,913519,1.94,354616.42,Yes
mUHtBAqxeZ,France,Historical,230032,4.88,40437.72,No
IHQxuDDrXv,Brazil,Adventure,55843,3.99,91600.1,Yes
KAaFgUJAwo,Brazil,Cultural,451034,4.88,366402.35,Yes
bztntYdSFj,Australia,Historical,767632,3.49,933994.52,Yes
lyamgYKPzp,Australia,Nature,984918,3.29,943258.91,No
fzamqqdwht,USA,Historical,54436,1.02,94407.33,Yes
fsNKkrvEbQ,Egypt,Urban,805638,1.2,693588.67,No
sqMgSlQtkg,India,Historical,844529,2.98,930728.97,No
DANQessQRR,India,Beach,281412,2.79,1227.89,No
DBgMctPeUE,China,Adventure,221159,3.86,286004.66,Yes
jSSjBLrjFr,France,Urban,915774,3.82,112152.42,Yes
MJlkpbooZd,India,Urban,748127,2.94,326682.8,Yes
RnEyywXtib,India,Historical,44503,4.53,412290.68,No
oayrmegwVK,Egypt,Beach,658967,2.85,127822.27,No
KQVxHFKDix,India,Historical,515691,2.21,856190.15,Yes
AXLvHwmwzr,Egypt,Beach,23506,1.4,375770.34,No
vENIyBWxJS,USA,Adventure,246897,1.07,337058.11,No
RjumvxsVll,China,Urban,288698,2.39,463958.25,No
rpYXpZKkAL,USA,Cultural,440077,2.94,722036.47,No
MyltHZrXQz,Brazil,Adventure,434190,1.64,115510.53,No
tkvcsOtOXZ,Australia,Beach,843476,1.42,77644.21,Yes
HxEkvACzYg,India,Nature,635127,4.54,125724.96,Yes
oKSQRQgcjO,USA,Historical,375183,2.43,33118.51,No
bfEXxaYJMe,USA,Beach,419173,2.2,54394.04,No
CUgubIRVll,Brazil,Cultural,309433,4.14,333117.74,Yes
proCGkCQzp,France,Cultural,103566,1.12,301530.44,Yes
skofCCwuxw,France,Nature,53354,2.64,535397.33,No
EPTPdsZYZO,USA,Historical,65012,4.31,234982.63,No
LgDtYUrUzV,China,Adventure,41380,2.48,633903.56,No
DdiLhcIvhv,Brazil,Urban,433034,2.87,553401.89,No
nPsGgJfuzY,USA,Urban,344161,4.07,986935.62,No
GACidsIoet,USA,Nature,4091,2.47,264566.84,Yes
pGGpRHzTEw,USA,Historical,911388,1.43,975096.45,Yes
QMvkDoezZi,India,Beach,523921,1.39,881018.7,Yes
EcdjlaTeKF,USA,Adventure,814488,1.36,61764.3,No
avqDoBycLK,India,Nature,60530,2.81,272174.03,No
GXYtafhsiJ,India,Nature,187561,4.1,582852.14,Yes
CUVSBZUMPM,France,Nature,990630,4.1,489275.34,No
aOgBhwjGEc,China,Beach,955828,2.46,108020.05,No
APhazIgYPg,France,Nature,567664,3.17,469333.31,No
JSKAIvLZFk,USA,Historical,992500,3.7,283108.61,Yes
dlhVTTPOyA,China,Nature,959805,4.39,332605.68,Yes
kfRlBlzHEU,Egypt,Cultural,487440,2.43,338269.01,No
zrIHFXNjgP,France,Beach,455343,4.65,533721.4,No
EoUyZFOYLc,Australia,Adventure,718892,2.99,551159.19,No
csBzgjSvOw,France,Nature,875306,4.11,128433.32,No
MZSrMcWuEh,USA,Adventure,818463,4.75,349298.56,No
QClQqKnyaB,Australia,Adventure,110779,3.33,304129.89,No
jhsCZqMWmn,France,Beach,252818,2.13,112904.47,Yes
lHvOecAVeP,India,Urban,169917,1.32,363426.08,No
IAUklLGYMx,Brazil,Beach,920044,4.6,402252.27,Yes
poISYfntZr,USA,Cultural,172014,4.71,805788.58,Yes
XlChaQFnjL,Brazil,Nature,88429,4.92,374418.47,Yes
WQTQksLwNr,Brazil,Cultural,748374,2.87,494578.03,Yes
PevkUXKoyb,France,Adventure,892261,4.61,365049.4,No
fibunpzSvh,USA,Nature,675033,1.77,555283.28,Yes
bYdUkVAYQc,China,Cultural,380016,1.84,379329.6,No
mEzaFPBMPN,Egypt,Cultural,733011,2.52,855989.88,No
awngoyBbxB,China,Cultural,165014,4.5,613156.95,No
ltxlcqEFPN,Brazil,Historical,875704,3.78,545587.79,Yes
JWdkJUVjbD,Brazil,Adventure,434170,1.4,953004.53,Yes
gHnnSGoGNV,USA,Cultural,84348,1.92,178337.21,Yes
DfpQwmVeMh,Brazil,Urban,193146,4.18,494910.45,No
iRjtPvCpDy,Egypt,Urban,934896,3.2,688181.15,No
SRRhSHvmFD,China,Urban,678084,1.38,377174.39,Yes
WPwAhejlvd,Brazil,Historical,445374,1.54,951807.89,No
jtESyjatrr,India,Adventure,219520,1.4,325318.26,Yes
ibMOvFasNX,Brazil,Historical,625828,1.07,259199.93,Yes
obCESzipeS,USA,Beach,235270,3.09,97818.52,No
GGCOSmKtfE,Australia,Nature,198311,3.6,649026.85,No
NNhiMbtVzV,China,Cultural,74310,3.56,47653.13,Yes
vdtIPVkqpn,USA,Beach,550797,5.0,653918.09,No
BvAuGjYbth,USA,Cultural,504811,2.95,208611.74,Yes
cBqdyqVLOJ,USA,Adventure,758965,1.16,466178.4,Yes
HntYMdQBQh,Brazil,Beach,164204,2.34,689546.42,No
doFJqlTxYC,Egypt,Historical,233998,4.46,628465.41,No
BIriOrVhAu,Brazil,Cultural,354200,1.97,580996.61,No
ZkMpeQiCDJ,India,Beach,521160,1.56,967317.85,Yes
eTbKVXITSs,France,Urban,104535,4.27,291977.58,Yes
YyJvsRaUJW,Egypt,Cultural,272359,2.54,194441.83,No
ALaTuaqBif,Australia,Adventure,972328,1.29,546332.41,No
vHMeQxPWVI,France,Cultural,297699,2.82,348549.09,Yes
aVDxUMVKLh,Egypt,Adventure,896327,2.76,876685.33,No
TQkxhnRaVQ,Australia,Historical,523743,2.26,962712.99,No
ejMgtmtNVT,China,Nature,616601,3.83,610438.78,No
ZEbiwQMhdP,Australia,Nature,427689,1.49,328367.67,No
NekLaDcnGJ,France,Cultural,879564,4.3,240969.12,No
XnRXfgznsg,Brazil,Historical,627016,3.24,229508.62,Yes
qZMgQNcNyC,China,Beach,255394,4.22,105935.91,Yes
jPzlXClyLV,France,Nature,587275,2.97,18925.79,Yes
QSrtsOgjzq,China,Historical,197465,2.22,894208.54,No
EgwXjFBWkc,France,Historical,249926,1.57,795261.13,No
zsyEiZlaYr,Australia,Adventure,826149,4.33,654306.6,No
FHTRslfOpQ,France,Nature,868053,3.38,457103.48,Yes
WOUITZYVdb,China,Historical,115331,2.36,292799.69,Yes
hxMaJUfCZB,Brazil,Adventure,118599,4.08,457509.32,No
JicswCEiHg,France,Adventure,475328,2.47,699755.56,Yes
azBgSTGVvL,China,Nature,218913,1.64,218146.88,No
yTlEpqaoSg,Brazil,Adventure,573951,2.69,84629.03,No
EjnJCNgDqD,Australia,Nature,200913,5.0,459409.76,No
npnlSuCvBZ,India,Beach,579439,4.1,489037.95,No
wsmSceAdlw,India,Nature,731218,4.84,445537.11,Yes
YPTZzyRoNx,Brazil,Urban,567762,2.34,427349.63,No
soNnIqsvuh,India,Cultural,553580,3.69,770495.61,Yes
yrxSIhIBbw,USA,Beach,180965,1.6,441404.87,Yes
RVklYOQCQr,USA,Adventure,544428,2.95,664546.53,Yes
pGoYVfxeWm,Australia,Adventure,432086,2.25,661226.25,Yes
KiuemaYBhQ,Egypt,Beach,606850,2.78,623886.1,Yes
UHejeGUWIg,China,Urban,281115,1.38,141096.11,No
rkoJxvmMhM,France,Nature,505275,1.88,282470.65,No
noOBOrQXFM,China,Urban,700576,4.4,205463.79,Yes
mWJdnSOjun,Brazil,Urban,634271,3.57,579595.26,Yes
kPdgHGDhCp,Australia,Adventure,253659,2.24,230213.4,No
mLVuEbkjeX,China,Beach,569908,4.24,800625.18,Yes
socfsHuOPv,Brazil,Historical,961800,3.31,98475.56,No
ZXuBPGzMUB,USA,Cultural,437745,4.31,876199.66,Yes
lkgwPrRWUE,India,Adventure,426194,2.24,530081.87,No
PyreosPdoe,USA,Urban,797396,4.74,514815.42,Yes
RCjWbPBqff,USA,Adventure,67538,1.09,543190.59,Yes
WhNQCCzjcw,China,Cultural,839755,3.42,700499.72,No
cJxTtpNRyY,USA,Adventure,434590,3.96,186103.71,Yes
ZbhkEuCrgO,India,Historical,451717,1.72,729776.11,Yes
ZuDQUUaeEn,USA,Nature,1942,2.71,442560.61,No
hZXsCxIyqt,USA,Historical,579287,4.89,904703.37,Yes
BVLFciuWnt,India,Cultural,48713,2.41,942636.47,Yes
yiXFqpVsAG,USA,Urban,181914,4.5,449382.43,No
SDpDaBmXVb,Brazil,Beach,791454,4.68,857353.37,Yes
yDLKwGyPIh,Egypt,Beach,687483,4.41,428611.08,No
iNgiImJuLS,Egypt,Urban,737987,4.77,884282.89,No
PsSUZwhKUW,China,Cultural,4578,3.87,13995.7,No
xXCNIaFfJS,France,Nature,883317,2.69,144950.34,No
bzmhdGLUdq,Egypt,Adventure,996345,1.13,286623.43,No
zQkiAoJOzF,Egypt,Cultural,202078,1.73,391335.51,Yes
krNsnBFziM,Australia,Urban,294800,4.54,562369.86,Yes
QmPWvjwMsu,China,Urban,588025,4.92,691890.78,Yes
FlMqWPxBiT,China,Adventure,872546,4.37,683228.56,No
sxeumRteVO,India,Cultural,250732,3.93,900111.25,Yes
IpbzciWoaM,India,Historical,257328,2.8,290493.77,No
twDoDaMNdU,Australia,Historical,655013,3.48,668934.27,Yes
PdiRAlMkzE,China,Urban,375502,1.34,249133.44,No
VoHCFqqHIv,Brazil,Urban,451553,3.61,323502.46,No
xQkvEMOKdL,Australia,Urban,464133,1.5,623651.07,Yes
XPSdVCJcqY,USA,Cultural,587253,4.36,757826.94,No
jhsTIZpQmv,China,Beach,558374,2.42,975618.95,No
TmeWHzqjGy,India,Historical,39960,1.98,856650.84,Yes
YJQSgPWEUd,Brazil,Historical,145456,3.19,359631.76,No
cpxBifchex,USA,Cultural,217857,3.54,386560.35,Yes
JVQiReIyPC,India,Beach,331165,4.48,193717.54,No
RemJVAQtih,Brazil,Historical,727639,3.7,447488.23,No
LpbERRiYaU,India,Adventure,227222,4.82,938598.74,No
eyTpfNsBEB,India,Beach,588547,1.86,982911.51,Yes
FsfWbpThQH,Egypt,Historical,866872,3.68,547195.67,Yes
MnJjTiyqNU,China,Adventure,415217,4.58,451383.41,No
OQTXqIUHlI,Brazil,Adventure,613297,4.53,340481.7,Yes
UsxLkLkRKd,China,Historical,279379,3.22,430000.45,No
WXrUmuezIs,Australia,Nature,17562,2.76,182426.11,Yes
PkbOHVpelA,Egypt,Beach,400642,2.24,77085.86,Yes
xjTFoJAurL,Australia,Beach,288810,1.73,857363.76,No
NnHCJxJvUv,India,Adventure,535064,4.28,884945.04,No
CYoeWRFdOo,China,Historical,837853,1.72,136801.15,No
OMShqpVWgl,Brazil,Cultural,979347,1.04,313499.46,No
VWKGXhCQFA,China,Cultural,342250,2.43,52350.52,Yes
kuKEuvAUtY,India,Urban,531792,2.56,278651.19,Yes
WLMatHPlrA,China,Adventure,91709,4.72,835500.65,No
nWDwDlrOcG,France,Cultural,635486,1.06,307319.92,No
zbCeDLKRnf,India,Historical,571955,3.47,592836.33,No
UiNRBWovOm,India,Nature,925429,3.32,932170.5,Yes
wdioDpWhkn,USA,Nature,920106,2.94,482807.2,No
JPzXsqHsuD,China,Nature,709341,4.31,639079.25,No
IWbWJPOyqQ,Egypt,Historical,744506,3.78,597570.78,No
nHfXXujUtQ,Egypt,Adventure,799414,1.99,541480.72,Yes
TeYWgmfvPZ,Australia,Adventure,492173,4.92,223444.13,Yes
dianppdnFA,USA,Historical,209530,4.79,337446.41,Yes
tPnPBHyzkm,India,Nature,489541,3.45,445744.59,No
cnENAhhCnt,Australia,Nature,542441,1.0,212666.24,No
gyksgiYFgD,Egypt,Nature,782416,1.14,434967.61,No
RyvSiOZxsP,Brazil,Cultural,398143,1.37,705914.94,Yes
brEwXAScvb,Australia,Cultural,308973,3.17,592321.98,Yes
fcRnasuINT,China,Historical,366041,4.16,598062.7,Yes
hapRwDkQXW,France,Urban,37062,2.5,64611.18,Yes
xasdvKcxNL,Australia,Nature,721435,1.08,780592.83,No
xbWdqKORMo,France,Adventure,759485,3.02,19747.71,Yes
fBcqYQdIlx,Brazil,Cultural,10439,1.79,307210.63,Yes
YKoJigKObC,Egypt,Urban,992563,3.2,680211.32,Yes
oxpdeysybX,India,Adventure,942123,3.18,881827.82,No
deczMjpCTs,Australia,Adventure,43218,4.49,443395.81,No
SjNOMRXhRC,India,Cultural,652478,1.62,201437.77,No
rPpIrOCCOr,China,Adventure,981683,4.71,71799.37,Yes
QYvdLWUuXm,Australia,Urban,729865,2.0,571646.2,Yes
WArBIgNfKx,France,Nature,209895,2.92,245541.42,No
LxuYHlvoFZ,Australia,Cultural,30317,1.51,664041.31,Yes
HbbVKAXHYR,France,Beach,57192,4.84,583394.79,Yes
nwkVrjkFLc,USA,Beach,234599,1.52,781491.07,Yes
xFnDyJgsIz,Egypt,Nature,705066,4.69,339350.28,No
YHplZNfGYZ,USA,Historical,790618,2.2,699412.37,Yes
mUnjxHrZSy,Australia,Nature,948690,3.92,882867.66,No
xiwTISWQyo,USA,Urban,853694,2.78,782919.64,Yes
AoxyMBGQLc,India,Adventure,602790,2.27,190713.87,No
gOrNtHkFcH,France,Cultural,543867,1.37,684165.87,Yes
qQphpbRXgI,Australia,Cultural,439024,4.09,237925.95,Yes
nhBhGoMHDe,Australia,Adventure,440754,2.19,95896.08,No
uzRwNMRCnI,Brazil,Nature,906590,1.97,4869.82,No
eGFdBThKSt,USA,Cultural,984868,4.68,612980.32,No
